CustomerKey	Gender	MaritalStatus	Pets	Neighborhood
360	F	Married	4	Guaianases
361	F	Single	1	Guaianases
363	F	Married	4	Itaquera
364	F	Married	4	Itaquera
365	F	Single	2	Vila Prudente
366	F	Single	2	Guaianases
369	F	Married	1	Itaquera
370	F	Married	2	Itaquera
372	F	Married	1	Vila Prudente
373	F	Single	2	Itaquera
376	F	Single	2	Guaianases
378	F	Single	1	Guaianases
381	F	Married	4	Itaquera
382	F	Married	4	Cidade tiradentes
389	F	Married	1	Cidade tiradentes
391	F	Single	4	Cidade tiradentes
392	F	Married	1	Itaquera
394	F	Single	2	Vila Prudente
395	F	Married	4	Guaianases
397	F	Married	2	Cidade tiradentes
398	F	Single	1	Itaquera
399	F	Married	3	Cidade tiradentes
400	F	Married	1	São Miguel Paulista
402	F	Single	1	Vila Prudente
405	F	Single	3	Itaquera
406	F	Single	1	Itaquera
409	F	Married	1	Guaianases
411	F	Married	1	Itaquera
414	F	Married	3	Cidade tiradentes
415	F	Single	4	Cidade tiradentes
417	F	Single	1	Itaquera
422	F	Married	2	Itaquera
423	F	Single	5	Cidade tiradentes
426	F	Married	4	Itaquera
430	F	Single	3	Guaianases
432	F	Married	4	Itaquera
436	F	Married	1	Cidade tiradentes
438	F	Married	2	Cidade tiradentes
439	F	Married	3	Itaquera
440	F	Married	5	Itaquera
441	F	Married	5	Vila Prudente
443	F	Single	1	Vila Prudente
446	F	Single	2	Itaquera
447	F	Single	1	Cidade tiradentes
448	F	Married	1	Itaquera
450	F	Single	3	Cidade tiradentes
451	F	Married	1	Cidade tiradentes
453	F	Married	3	Guaianases
454	F	Single	3	Itaquera
457	F	Single	1	Cidade tiradentes
462	F	Single	2	São Miguel Paulista
463	F	Single	3	São Miguel Paulista
464	F	Single	3	Itaquera
465	F	Single	3	Itaquera
466	F	Married	4	Cidade tiradentes
467	F	Single	1	Itaquera
468	F	Married	2	Vila Prudente
471	F	Single	3	Guaianases
472	F	Married	1	Itaquera
473	F	Married	3	Guaianases
474	F	Married	1	Cidade tiradentes
476	F	Single	1	Itaquera
478	F	Married	5	Guaianases
480	F	Married	3	São Miguel Paulista
481	F	Married	2	Guaianases
482	F	Single	4	Guaianases
484	F	Married	3	Itaquera
486	F	Married	2	Cidade tiradentes
487	F	Single	4	Cidade tiradentes
489	F	Married	2	São Miguel Paulista
491	F	Married	2	São Miguel Paulista
492	F	Married	1	Vila Prudente
493	F	Married	5	Itaquera
494	F	Single	1	Cidade tiradentes
497	F	Single	4	São Miguel Paulista
498	F	Single	1	Cidade tiradentes
499	F	Single	1	Guaianases
502	F	Single	3	Itaquera
504	F	Single	4	Itaquera
506	F	Single	3	Cidade tiradentes
510	F	Single	1	São Miguel Paulista
511	F	Married	4	Guaianases
518	F	Married	3	Cidade tiradentes
521	F	Married	1	Guaianases
524	F	Single	2	Itaquera
526	F	Married	2	Guaianases
529	F	Single	4	Guaianases
533	F	Married	1	Itaquera
534	F	Married	3	São Miguel Paulista
537	F	Married	3	São Miguel Paulista
538	F	Single	5	Guaianases
540	F	Single	4	Cidade tiradentes
541	F	Single	1	Guaianases
542	F	Married	3	Cidade tiradentes
543	F	Married	3	Itaquera
545	F	Single	3	Itaquera
546	F	Single	3	São Miguel Paulista
547	F	Single	1	Guaianases
551	F	Single	2	Itaquera
552	F	Single	4	Guaianases
553	F	Married	1	Cidade tiradentes
554	F	Single	2	São Miguel Paulista
563	F	Single	4	Itaquera
564	F	Married	3	Guaianases
565	F	Single	4	Itaquera
566	F	Single	5	Vila Prudente
567	F	Single	1	Cidade tiradentes
568	F	Single	1	São Miguel Paulista
569	F	Single	1	São Miguel Paulista
570	F	Single	1	Itaquera
571	F	Single	1	Guaianases
572	F	Married	3	Vila Prudente
573	F	Single	2	Guaianases
574	F	Single	2	Guaianases
581	F	Single	1	Guaianases
587	F	Married	2	Itaquera
588	F	Married	4	São Miguel Paulista
591	F	Single	3	Guaianases
593	F	Married	3	Itaquera
594	F	Single	1	Itaquera
595	F	Single	4	Guaianases
597	F	Single	4	Guaianases
598	F	Married	1	Cidade tiradentes
601	F	Single	4	Cidade tiradentes
602	F	Single	3	Itaquera
603	F	Married	1	Guaianases
604	F	Single	2	Vila Prudente
606	F	Single	4	Cidade tiradentes
612	F	Married	3	Vila Prudente
614	F	Married	2	Itaquera
615	F	Married	4	São Miguel Paulista
617	F	Single	3	Itaquera
618	F	Married	1	Guaianases
619	F	Married	2	Itaquera
621	F	Married	2	Guaianases
622	F	Single	2	São Miguel Paulista
624	F	Single	3	Itaquera
625	F	Single	1	Itaquera
629	F	Married	4	Guaianases
630	F	Single	4	Guaianases
632	F	Married	2	Cidade tiradentes
633	F	Married	2	Cidade tiradentes
636	F	Single	1	Itaquera
638	F	Married	3	Guaianases
639	F	Married	2	Itaquera
644	F	Married	4	Itaquera
645	F	Single	1	Guaianases
647	F	Married	5	Guaianases
649	F	Married	3	São Miguel Paulista
652	F	Single	3	Cidade tiradentes
654	F	Married	3	Guaianases
655	F	Married	1	São Miguel Paulista
658	F	Single	3	Itaquera
662	F	Married	3	Guaianases
663	F	Single	3	Guaianases
664	F	Single	2	Itaquera
665	F	Single	4	Cidade tiradentes
669	F	Single	2	Itaquera
670	F	Single	4	São Miguel Paulista
673	F	Married	1	Guaianases
676	F	Single	5	Itaquera
680	F	Married	3	São Miguel Paulista
681	F	Single	4	Guaianases
682	F	Single	2	Cidade tiradentes
683	F	Married	1	São Miguel Paulista
689	F	Single	4	Guaianases
690	F	Single	5	Guaianases
697	F	Married	2	Itaquera
698	F	Married	1	Itaquera
704	F	Married	1	São Miguel Paulista
711	F	Married	2	Itaquera
717	F	Single	4	Cidade tiradentes
719	F	Married	1	Itaquera
724	F	Single	2	Cidade tiradentes
726	F	Single	4	Itaquera
727	F	Married	3	Cidade tiradentes
728	F	Married	5	Cidade tiradentes
729	F	Single	3	Guaianases
731	F	Married	1	São Miguel Paulista
732	F	Single	5	Cidade tiradentes
733	F	Single	1	Guaianases
734	F	Single	3	Cidade tiradentes
736	F	Single	1	Vila Prudente
739	F	Married	4	São Miguel Paulista
740	F	Single	5	Guaianases
741	F	Married	2	Guaianases
742	F	Married	4	Itaquera
745	F	Married	5	Itaquera
746	F	Single	1	Itaquera
747	F	Married	4	Guaianases
749	F	Single	2	Cidade tiradentes
750	F	Single	3	Itaquera
751	F	Single	3	Itaquera
753	F	Single	1	Guaianases
754	F	Single	3	Guaianases
755	F	Single	3	Itaquera
757	F	Single	4	Itaquera
758	F	Single	4	Vila Prudente
759	F	Married	1	Cidade tiradentes
760	F	Single	1	Guaianases
766	F	Married	4	Itaquera
767	F	Single	2	São Miguel Paulista
769	F	Single	4	Guaianases
770	F	Single	3	Itaquera
771	F	Single	3	Itaquera
774	F	Married	1	Itaquera
779	F	Married	2	Itaquera
780	F	Single	5	Itaquera
781	F	Married	2	Guaianases
782	F	Married	5	Itaquera
783	F	Single	1	Guaianases
786	F	Single	1	Itaquera
788	F	Married	5	Itaquera
789	F	Married	4	Guaianases
790	F	Single	2	Itaquera
792	F	Single	3	Itaquera
796	F	Single	4	Guaianases
799	F	Married	2	Cidade tiradentes
803	F	Single	2	Itaquera
804	F	Married	2	São Miguel Paulista
806	F	Married	2	Itaquera
808	F	Single	1	Itaquera
810	F	Married	3	Cidade tiradentes
815	F	Married	3	São Miguel Paulista
816	F	Married	4	Cidade tiradentes
817	F	Single	2	Itaquera
818	F	Married	2	Itaquera
819	F	Single	2	Itaquera
820	F	Single	5	Guaianases
822	F	Single	2	Cidade tiradentes
823	F	Single	3	Guaianases
824	F	Single	3	Cidade tiradentes
826	F	Married	3	São Miguel Paulista
827	F	Single	1	Guaianases
828	F	Married	1	Itaquera
831	F	Married	2	Itaquera
834	F	Single	2	Guaianases
837	F	Single	4	Guaianases
838	F	Single	4	São Miguel Paulista
839	F	Single	3	Itaquera
841	F	Married	1	Vila Prudente
843	F	Single	1	São Miguel Paulista
847	F	Married	4	Itaquera
850	F	Married	2	Guaianases
852	F	Single	2	Itaquera
856	F	Married	5	Guaianases
857	F	Single	4	Itaquera
863	F	Married	5	Itaquera
864	F	Single	3	Guaianases
866	F	Married	4	Cidade tiradentes
867	F	Single	1	Cidade tiradentes
868	F	Single	5	Cidade tiradentes
869	F	Single	2	São Miguel Paulista
870	F	Single	3	Guaianases
872	F	Married	3	São Miguel Paulista
873	F	Married	4	Guaianases
874	F	Married	1	Cidade tiradentes
875	F	Single	4	Cidade tiradentes
876	F	Married	5	Cidade tiradentes
878	F	Single	1	Guaianases
879	F	Married	5	Itaquera
880	M	Single	1	Guaianases
886	M	Married	4	Itaquera
887	F	Single	5	Vila Prudente
893	F	Married	3	Itaquera
895	F	Single	5	Cidade tiradentes
896	F	Married	5	Cidade tiradentes
897	M	Single	1	Cidade tiradentes
898	F	Married	1	Cidade tiradentes
900	F	Single	1	Guaianases
901	M	Single	2	Itaquera
904	M	Married	4	Cidade tiradentes
905	M	Single	4	Guaianases
906	M	Married	1	Guaianases
907	F	Married	3	Cidade tiradentes
908	F	Single	4	Guaianases
909	F	Single	1	Itaquera
910	M	Single	1	Itaquera
911	M	Single	2	Cidade tiradentes
913	M	Married	2	São Miguel Paulista
916	M	Single	3	Itaquera
917	M	Married	2	Itaquera
918	M	Married	1	Guaianases
919	M	Married	5	São Miguel Paulista
921	M	Single	5	São Miguel Paulista
922	M	Single	4	Cidade tiradentes
924	M	Married	5	Guaianases
925	M	Single	1	Cidade tiradentes
927	M	Married	3	Cidade tiradentes
930	F	Married	2	Itaquera
933	M	Single	2	Cidade tiradentes
934	F	Single	1	Itaquera
937	F	Married	4	Cidade tiradentes
938	M	Married	4	São Miguel Paulista
941	M	Single	1	Itaquera
943	F	Single	2	Cidade tiradentes
944	F	Married	3	Itaquera
948	M	Single	5	São Miguel Paulista
950	M	Single	4	Itaquera
952	M	Married	2	Cidade tiradentes
955	F	Married	3	Itaquera
958	M	Married	4	Guaianases
959	M	Single	1	Cidade tiradentes
962	M	Married	2	Itaquera
965	F	Married	2	São Miguel Paulista
967	F	Single	1	Itaquera
968	F	Married	1	Itaquera
970	F	Single	1	Vila Prudente
971	F	Married	3	São Miguel Paulista
972	M	Single	4	São Miguel Paulista
974	F	Married	4	Cidade tiradentes
975	F	Single	1	Cidade tiradentes
976	F	Married	5	Guaianases
978	M	Married	3	São Miguel Paulista
979	F	Single	1	Itaquera
981	M	Single	1	Guaianases
983	F	Single	2	Guaianases
985	F	Married	2	Guaianases
988	F	Married	2	Itaquera
991	F	Married	1	Guaianases
992	F	Single	3	Itaquera
993	M	Married	3	Itaquera
994	M	Single	5	Itaquera
995	M	Married	1	Itaquera
996	M	Single	2	Itaquera
997	F	Single	4	Guaianases
1002	F	Married	2	São Miguel Paulista
1003	M	Married	3	Itaquera
1004	F	Married	3	Itaquera
1005	M	Single	2	Guaianases
1013	F	Married	2	São Miguel Paulista
1014	F	Married	2	São Miguel Paulista
1015	M	Married	4	Itaquera
1017	F	Married	4	Cidade tiradentes
1022	M	Married	3	Cidade tiradentes
1023	M	Married	1	Itaquera
1024	F	Married	1	Itaquera
1025	M	Married	2	Cidade tiradentes
1026	M	Single	1	São Miguel Paulista
1031	F	Married	2	Cidade tiradentes
1032	F	Married	2	São Miguel Paulista
1035	M	Married	1	Itaquera
1036	F	Single	3	Itaquera
1037	M	Single	5	Cidade tiradentes
1038	F	Married	3	São Miguel Paulista
1041	M	Single	4	Guaianases
1042	F	Married	1	Guaianases
1044	F	Single	1	Guaianases
1048	M	Single	4	Itaquera
1049	F	Married	4	Guaianases
1050	F	Single	1	Cidade tiradentes
1051	F	Single	1	Cidade tiradentes
1052	F	Married	1	Itaquera
1053	F	Single	1	Itaquera
1055	M	Married	1	Itaquera
1056	F	Married	2	São Miguel Paulista
1057	F	Married	2	Vila Prudente
1058	F	Single	2	Itaquera
1059	M	Single	4	Cidade tiradentes
1062	F	Married	4	São Miguel Paulista
1066	M	Married	1	Vila Prudente
1067	M	Single	2	Cidade tiradentes
1068	M	Married	1	Cidade tiradentes
1070	F	Single	2	Guaianases
1071	M	Single	1	Itaquera
1073	M	Single	5	Itaquera
1074	M	Single	1	Itaquera
1076	F	Married	4	Vila Prudente
1079	F	Married	2	Itaquera
1082	F	Married	3	Itaquera
1083	M	Married	5	Guaianases
1084	M	Married	2	Guaianases
1085	F	Single	4	Cidade tiradentes
1089	M	Single	3	Itaquera
1090	M	Single	1	Itaquera
1091	F	Single	1	Itaquera
1092	M	Married	3	Cidade tiradentes
1093	F	Single	3	Itaquera
1094	F	Married	3	Itaquera
1097	M	Single	1	São Miguel Paulista
1101	M	Married	3	Cidade tiradentes
1102	F	Married	2	Itaquera
1103	F	Married	4	Guaianases
1107	M	Single	1	Vila Prudente
1109	F	Single	5	Cidade tiradentes
1110	M	Married	2	Itaquera
1111	M	Married	1	Vila Prudente
1112	M	Married	4	Guaianases
1113	M	Married	1	São Miguel Paulista
1114	M	Married	4	Guaianases
1115	F	Single	3	Vila Prudente
1116	M	Single	4	Cidade tiradentes
1117	M	Single	5	São Miguel Paulista
1119	F	Married	2	Cidade tiradentes
1124	M	Single	3	Guaianases
1125	F	Married	1	São Miguel Paulista
1127	M	Single	5	Cidade tiradentes
1128	F	Single	1	Itaquera
1130	M	Single	5	Itaquera
1131	M	Single	1	Itaquera
1132	F	Married	2	Guaianases
1133	F	Single	3	Itaquera
1135	F	Married	2	Cidade tiradentes
1138	M	Married	2	Cidade tiradentes
1140	M	Married	1	Vila Prudente
1141	M	Single	3	Guaianases
1144	M	Married	1	Cidade tiradentes
1145	F	Single	1	Itaquera
1146	F	Married	5	Guaianases
1147	F	Single	3	Itaquera
1152	M	Married	4	Itaquera
1153	M	Single	1	Itaquera
1154	F	Single	5	Itaquera
1157	M	Married	1	Guaianases
1159	F	Single	2	Guaianases
1161	M	Single	5	Itaquera
1162	M	Married	2	Cidade tiradentes
1164	F	Single	1	São Miguel Paulista
1166	M	Single	1	Itaquera
1167	M	Married	3	Cidade tiradentes
1168	F	Married	1	Itaquera
1169	M	Married	1	Cidade tiradentes
1170	F	Single	5	Guaianases
1171	F	Single	2	Cidade tiradentes
1172	M	Married	3	Itaquera
1173	M	Single	2	Itaquera
1174	M	Single	5	São Miguel Paulista
1175	F	Married	4	Itaquera
1177	F	Single	1	São Miguel Paulista
1178	M	Single	4	Guaianases
1180	M	Married	5	Cidade tiradentes
1183	M	Single	3	São Miguel Paulista
1184	M	Single	5	Vila Prudente
1185	M	Married	4	Itaquera
1187	M	Single	2	Itaquera
1189	M	Single	3	Itaquera
1190	F	Single	5	Cidade tiradentes
1191	M	Single	2	Guaianases
1192	M	Married	4	Itaquera
1193	F	Single	1	Itaquera
1194	F	Single	1	Guaianases
1195	F	Single	5	Guaianases
1196	M	Single	1	Itaquera
1197	M	Single	1	São Miguel Paulista
1201	M	Married	1	Guaianases
1202	M	Married	1	Guaianases
1203	M	Married	2	Itaquera
1204	F	Married	4	Guaianases
1205	F	Married	1	Itaquera
1207	M	Single	2	Vila Prudente
1209	M	Married	3	Guaianases
1212	M	Married	3	Vila Prudente
1214	M	Married	3	Guaianases
1215	M	Single	1	Itaquera
1216	M	Single	1	Itaquera
1217	F	Single	3	Cidade tiradentes
1221	F	Married	1	Itaquera
1222	M	Married	3	Guaianases
1224	M	Married	3	Guaianases
1228	M	Single	3	Cidade tiradentes
1232	M	Married	2	São Miguel Paulista
1234	F	Married	1	Cidade tiradentes
1235	M	Single	2	Guaianases
1236	M	Single	3	Cidade tiradentes
1237	M	Married	2	Itaquera
1240	F	Married	2	Itaquera
1241	M	Single	5	Guaianases
1244	F	Married	1	Guaianases
1245	F	Single	2	Itaquera
1249	F	Single	2	Itaquera
1253	M	Single	4	Itaquera
1254	F	Married	1	Itaquera
1256	M	Married	5	Cidade tiradentes
1259	F	Married	1	Guaianases
1260	F	Married	4	São Miguel Paulista
1261	F	Single	3	Guaianases
1262	M	Single	5	Cidade tiradentes
1265	F	Married	2	São Miguel Paulista
1266	F	Single	4	Itaquera
1268	F	Single	2	Guaianases
1270	F	Married	1	Cidade tiradentes
1271	M	Single	2	Itaquera
1274	M	Single	2	Cidade tiradentes
1275	M	Single	4	Guaianases
1277	F	Married	1	São Miguel Paulista
1279	F	Single	3	Guaianases
1281	F	Married	4	Guaianases
1282	F	Single	3	Guaianases
1284	F	Single	1	Guaianases
1285	M	Married	5	Itaquera
1286	M	Married	4	Guaianases
1289	M	Married	4	São Miguel Paulista
1293	M	Married	3	Vila Prudente
1295	M	Married	3	São Miguel Paulista
1297	M	Single	4	Guaianases
1300	M	Married	1	Vila Prudente
1304	M	Single	3	Itaquera
1306	M	Married	4	Itaquera
1309	F	Married	1	Guaianases
1310	F	Married	4	Guaianases
1311	M	Married	4	Guaianases
1312	F	Single	2	Guaianases
1313	F	Married	1	Itaquera
1316	M	Married	3	Itaquera
1317	F	Single	2	Guaianases
1319	M	Married	1	Guaianases
1321	M	Married	3	Itaquera
1322	M	Single	5	Itaquera
1325	M	Single	4	São Miguel Paulista
1328	M	Single	5	Itaquera
1329	F	Single	3	Itaquera
1330	M	Single	4	Itaquera
1331	F	Single	4	Itaquera
1332	F	Married	3	Guaianases
1334	M	Married	3	Itaquera
1337	M	Single	5	Itaquera
1338	M	Single	5	Guaianases
1339	F	Single	2	Itaquera
1341	M	Married	3	Guaianases
1343	M	Married	1	São Miguel Paulista
1344	M	Single	3	Cidade tiradentes
1345	F	Married	5	Itaquera
1346	F	Single	4	Itaquera
1347	M	Married	2	Itaquera
1350	M	Married	5	Cidade tiradentes
1352	M	Single	4	Itaquera
1357	F	Single	5	Guaianases
1360	M	Married	4	Itaquera
1361	F	Single	1	Guaianases
1362	M	Single	4	Cidade tiradentes
1366	F	Single	4	Itaquera
1367	F	Single	3	Cidade tiradentes
1368	F	Married	1	Cidade tiradentes
1370	F	Married	2	Itaquera
1371	M	Married	3	São Miguel Paulista
1374	M	Single	1	Cidade tiradentes
1376	M	Married	5	Cidade tiradentes
1377	M	Single	3	Cidade tiradentes
1378	M	Single	1	Guaianases
1379	F	Married	2	Cidade tiradentes
1380	F	Single	1	Guaianases
1386	F	Married	4	Guaianases
1387	F	Married	1	Guaianases
1388	M	Married	1	Itaquera
1389	M	Married	1	Itaquera
1390	F	Single	1	São Miguel Paulista
1391	M	Single	1	Cidade tiradentes
1392	M	Married	2	Itaquera
1393	M	Single	5	São Miguel Paulista
1394	M	Married	1	Cidade tiradentes
1395	M	Single	1	Cidade tiradentes
1396	F	Single	5	São Miguel Paulista
1397	M	Single	1	Guaianases
1402	F	Married	4	São Miguel Paulista
1406	F	Single	2	São Miguel Paulista
1408	F	Single	5	Cidade tiradentes
1409	M	Married	1	Guaianases
1410	M	Single	1	Guaianases
1412	M	Married	2	Guaianases
1414	F	Single	1	Itaquera
1415	M	Single	1	Guaianases
1417	F	Single	2	Vila Prudente
1418	F	Single	4	Vila Prudente
1419	M	Single	1	Cidade tiradentes
1420	M	Single	2	São Miguel Paulista
1421	F	Single	4	Guaianases
1423	F	Single	1	Itaquera
1424	M	Married	3	Cidade tiradentes
1425	F	Married	3	São Miguel Paulista
1427	M	Single	4	Cidade tiradentes
1428	F	Single	5	Guaianases
1429	F	Single	4	Itaquera
1430	M	Single	2	Guaianases
1431	M	Single	1	Cidade tiradentes
1432	M	Single	4	Guaianases
1434	M	Married	3	Guaianases
1437	F	Single	1	Cidade tiradentes
1438	F	Single	3	Guaianases
1442	F	Married	3	Guaianases
1443	F	Married	4	Cidade tiradentes
1444	F	Married	5	Guaianases
1446	F	Single	3	Guaianases
1447	M	Married	1	São Miguel Paulista
1448	F	Married	3	Cidade tiradentes
1449	F	Single	4	São Miguel Paulista
1451	M	Married	3	Guaianases
1455	F	Single	2	Cidade tiradentes
1457	F	Single	2	Guaianases
1460	M	Married	1	Guaianases
1466	M	Single	1	Itaquera
1467	F	Single	3	Itaquera
1468	M	Single	2	Itaquera
1469	F	Married	5	Guaianases
1470	M	Married	4	Itaquera
1473	M	Single	1	Itaquera
1475	M	Married	3	Cidade tiradentes
1478	M	Married	4	São Miguel Paulista
1480	M	Single	3	Cidade tiradentes
1481	F	Single	2	Itaquera
1484	F	Single	4	Cidade tiradentes
1485	F	Married	1	Itaquera
1487	F	Single	1	Cidade tiradentes
1490	M	Married	4	Itaquera
1491	F	Married	1	Guaianases
1494	F	Married	4	Vila Prudente
1495	F	Married	3	Guaianases
1497	F	Married	3	Itaquera
1498	F	Single	1	Guaianases
1499	F	Single	1	Itaquera
1501	F	Married	2	Cidade tiradentes
1502	F	Single	5	Cidade tiradentes
1503	F	Single	1	Vila Prudente
1504	F	Single	3	Guaianases
1507	M	Married	1	Itaquera
1508	M	Single	1	Vila Prudente
1511	M	Married	3	Guaianases
1512	M	Single	5	Cidade tiradentes
1519	M	Married	1	Cidade tiradentes
1520	M	Married	2	Cidade tiradentes
1523	M	Single	1	São Miguel Paulista
1524	F	Married	4	Itaquera
1528	F	Married	4	Guaianases
1529	F	Married	4	Itaquera
1531	F	Married	1	Itaquera
1532	F	Married	4	Itaquera
1533	M	Married	3	Guaianases
1537	F	Single	3	Itaquera
1538	M	Single	2	Itaquera
1539	M	Married	2	Cidade tiradentes
1541	M	Married	4	Itaquera
1542	F	Single	3	São Miguel Paulista
1545	M	Married	1	Itaquera
1547	M	Single	5	Guaianases
1548	F	Single	2	Itaquera
1549	M	Single	4	Itaquera
1550	F	Single	2	São Miguel Paulista
1551	F	Married	4	Guaianases
1553	F	Married	1	São Miguel Paulista
1554	M	Married	3	São Miguel Paulista
1556	F	Married	3	Itaquera
1559	F	Single	2	Cidade tiradentes
1560	F	Single	1	São Miguel Paulista
1561	F	Married	4	Guaianases
1563	F	Married	4	Cidade tiradentes
1564	M	Married	4	Guaianases
1565	M	Married	5	Guaianases
1567	M	Married	2	Guaianases
1568	M	Married	1	Cidade tiradentes
1571	F	Single	1	Guaianases
1572	M	Married	4	Guaianases
1575	M	Married	2	Itaquera
1576	F	Married	4	Itaquera
1577	F	Single	4	Cidade tiradentes
1578	F	Married	1	Cidade tiradentes
1580	F	Single	4	Itaquera
